,0
10,"Science and technology in Wallonia, the southern region of Belgium (Europe), is well developed with the presence of several universities and research institutes.


== Universities in Wallonia ==
Universities in Wallonia are part of the universities of the French Community.

Université de Namur (UNamur), Namur
Université catholique de Louvain (UCLouvain), Louvain-la-Neuve
Université de Liège (ULiège), Liège
Université de Mons (UMons), MonsAccording to the Academic Ranking of World Universities, the University of Louvain (UCLouvain) is among the top 200 universities worldwide.According to the Webometrics Ranking of World Universities, the University of Liège is among the top 200 universities in Europe and top 400 universities worldwide.


== Technology institutes ==
Wallonia is home to several science and technology organizations.

ARESA - clinical research cluster
Automotive Cluster of Wallonia
Ceramic products cluster
Eco-building cluster
Fonds National de la Recherche Scientifique (FNRS)
Francqui Foundation
ICT cluster
Nutrition cluster
Solid Wastes cluster
Transport & Logistics Cluster
Walloon Aeronautical Cluster (EWA)
Walloon Space Cluster


== Science Parks ==
Several science parks associated with the universities are spread over Wallonia.

Science Parks of Wallonia
Louvain-la-Neuve Science Park
Liège Science Park
Crealys Science Park
Aéropole Science Park
Initialis Science Park
Qualitis Science Park


== See also ==
Science and technology in Belgium
Science and technology in the Brussels-Capital Region
Science and technology in Flanders
Belgian Federal Science Policy Office (BELSPO)
Economy of Belgium
Sillon industriel
Agoria


== References ==


== External links ==
Presentation of R&D policies in Belgium (European Commission website, ERAWATCH)
Presentation of innovation policies in Belgium (European Commission website, ProInno TrendChart for Innovation)"
11,"Jamie Moses (born 30 August 1955) is an English rock and pop singer and guitarist. He was formerly a member of The Brian May Band, Queen + Paul Rodgers, Mike & the Mechanics and Broken English.


== Biography ==
The son of an American father (a member of the U.S. Air Force) and an English mother, Moses was born in the Suffolk county town of Ipswich, but grew up in various parts of the United States and Japan, according to the change of location in his father's postings. A self-taught guitarist, he has been playing since the age of ten and began his professional work by performing material from artists such as Jimi Hendrix, James Brown, The Beatles and Sly and the Family Stone. He was playing on Air Force bases and on radio and TV by the age of 13. When his father retired from the Air Force, the family returned to England, where he has been a freelance musician ever since.
He co-founded the Tex-Mex band Los Pacaminos in 1993, led by Paul Young and has been second guitarist for Brian May and Queen since 1992.
Between 2005 and 2008, he was second guitarist and backing vocalist for Queen + Paul Rodgers. He is a member of The SAS Band with Spike Edney, Hiding In Public, and the party band Jamie & the Falcons (fka The World Famous Red Sox) and also toured for many years with Tom Jones.
Moses has one daughter (Katy Anne, b. 1981) and two sons (Benjamin James, b. 1989 and Charles Jackson James (Charlie), b. 2010) and is married to Sarah Louise Moses (née Benton).


== Selected discography ==
Merlin: Merlin (album 1974)
Eric Burdon: I Used to Be an Animal (album 1988)
Judy Cheeks: No Outsiders (album 1988)
Bob Geldof: The Happy Club (album 1993)
SAS Band: SAS Band (album 1994)
Paul Young: Acoustic Paul Young (EP CD 1994)
The Brian May Band: Live at the Brixton Academy (album/video, 1994)
Paul Young: Paul Young (album 1997)
Tony Hadley: Tony Hadley (album 1997)
Roger Chapman: A Turn Unstoned? (album 1998)
Brian May: Another World (solo guitar on ""Slow Down"") (album 1998)
Mike + The Mechanics: Mike & the Mechanics Live (album 1999)
SAS Band: The Show (album 2000)
Robbie McIntosh: Wide Screen (album 2001)
Los Pacaminos: Los Pacaminos (album 2002)
Various Artists: Nelson Mandela 46664 Concert, Amandla (album 2002)
Rock Kids: Kids Will Rock You (album 2003)
Drew Barfield: Deep Water Terminal (album 2004)
Hiding in Public: Silent Exchange (album 2005)
Queen + Paul Rodgers: Return of the Champions (CD/DVD, 2005)
Queen + Paul Rodgers: Super Live in Japan (DVD, 2006, Japan only)
Los Pacaminos: Los Pacaminos Live (album 2006)
Hiding in Public: What Lies Ahead (album 2007)
Broken English: The Rough With the Smooth (album 2007)
Samantha Horwill: Figure of 3 (album 2007)
Queen + Paul Rodgers: Live in Ukraine (DVD 2009)
Hiding in Public: Worlds Away, Yards Apart (album 2009)
Melissa Israel: Ghost of a Girl (album 2009)
Charlotte Gordon Cumming: The Brave Songs (album 2010)
Mike & the Mechanics: The Road (album 2011)
Hiding In Public: Inner Anarchist (album 2012)
Band of Sisters: Issues (album 2013)
Zididada: Fix Your Heart (album 2013)
Los Pacaminos: A Fistful of Statins (album 2014)
Right Said Fred Exactly (album 2017)
Los Pacaminos : Viva! (live album 2018)


== References ==


== External links ==
Official website
Full biography
Biography from BrianMay.com
Jamie Moses at IMDb"
12,"Qingmenodus is a genus of prehistoric lobe-finned fish. Fossils of Qingmenodus were found in China and date back to the Early Devonian period. Qingmenodus reveals the first well-ossified otoccipital braincase in onychodonts. Palaeontologists believe that Qingmenodus was one of the oldest onychodont fish.


== Relationships ==
A study of additional new fossils of Qingmenodus in a larger phylogenetic analysis of Sarcopterygii including new neurocranial characters supported placing onychodontiforms as stem-coelacanths, within Actinistia.


== References =="
13,"Beri Kolon Forest Park, or Berikolon, is a forest park in the Gambia. Established on January 1, 1954, it covers 1052 hectares.It is located in the Lower River Region in the Jarra Central District and Jarra East District, on the north side of South Bank Road, Gambia's main trunk road, around 15 miles east of the next larger town, Soma.


== References =="
14,"Liranga is a district in the Likouala Department of Republic of the Congo.


== References =="
15,"Roasso Kumamoto (ロアッソ熊本, Roasso Kumamoto) is a Japanese football club based in Kumamoto, the capital city of Kumamoto Prefecture. The club currently plays in the J2 League,  which is the second tier of football in the country. Roasso is a portmanteau of the Italian words rosso and asso, meaning ""red ace"".


== History ==


=== Early years (1969–2004) ===
The club was founded as the Nippon Telegraph and Telephone Public Corporation (Den-Den Kōsha, current NTT) Kumamoto Soccer Club in 1969. The club was promoted to the Kyushu Soccer League in 1983.
According to the NTT's privatization in 1985, the club was renamed as NTT Kyushu Soccer Club in 1988. During the NTT Kyushu era, the club won five Kyushu Soccer League titles and one All Japan Senior Football Championship. The club changed their name again to NTT Kumamoto Football Club in 2000.
The club changed their name to NTT West Kumamoto Football Club in 2001 as the NTT was divided into NTT East and NTT West. The club was promoted to the JFL in 2001. The NTT relinquished the ownership of the club in 2002 and community-oriented Alouette Kumamoto Football Club was born. Alouette is a French word meaning skylark, the bird of Kumamoto Prefecture. The club finished at the 17th in this season and was relegated to the Kyushu Soccer League.


=== Roasso Kumamoto (2005–) ===
The club name changed again to Rosso Kumamoto in 2005. Rosso means red in Italian. After they won the Kyushu Soccer League and finished at the 3rd in the Regional League play-off tournament, the club was promoted to the JFL.
The club was recently featured in J.League programming to introduce the club to followers of the pro league. Rosso's second-place finish in the 2007 JFL season was high enough to earn promotion into the J.League (J2 League) for the 2008 season.
The club changed their name to current Roasso Kumamoto in 2008. The previous name Rosso was a registered trademark of another company and the club could not use it.


== Rivalries ==
The traditional rival of Roasso Kumamoto is Kagoshima United, the prefectural neighbors and former Kyushu Soccer League fellows since 1983 until 2005, except 2001–2002. Matches between the two clubs are labelled Hisatsu derby (肥薩ダービー, ""Kumamoto-Kagoshima derby"") and generate a lot of interest in both prefectures.


== League & cup record ==
Key


== Honours ==
Japan Football League / J3 League  (3rd tier)
Champions (1): 2021
Runners-up (1): 2007
Kyushu Soccer League (1973–)
Champions (7):1991, 1994, 1996, 1997, 1999, 2000, 2005
Runners-up (2): 1989, 1992
All Japan Senior Football Championship (1965–)
Winners (2): 1998, 2005 (shared)


== League history ==
Regional (Kyushu): 1983–2000
Division 3 (JFL): 2001–2002
Regional (Kyushu): 2003–2005
Division 3 (JFL): 2006–2007
Division 2 (J2): 2008–2018
Division 3 (J3): 2019–2021
Division 2 (J2): 2022–


== Current squad ==
As of 18 September 2022Note: Flags indicate national team as defined under FIFA eligibility rules. Players may hold more than one non-FIFA nationality.


=== Out on loan ===
Note: Flags indicate national team as defined under FIFA eligibility rules. Players may hold more than one non-FIFA nationality.


== Out on loan ==
Note: Flags indicate national team as defined under FIFA eligibility rules. Players may hold more than one non-FIFA nationality.


== Coaching staff ==


== Managerial history ==


== Kit and colours ==


=== Colour, sponsors and manufacturers ===
Roasso Kumamoto's club colour is red, representing burning passion and desire for victory.


=== Kit evolution ===


== Past seasons ==
Shota Aizawa (2020)


== References ==


== External links ==
Official website (in Japanese)"
16,"Lee Elijah (born February 19, 1990) is a South Korean actress. She debuted with leading role in 2013 tvN's drama Basketball. After several years in major supporting roles, she was cast as lead again with JTBC's The Good Detective (2020).


== Early life ==
Lee Elijah was born into a Protestant family. Her parents named her after the prophet Elijah in the Old Testament. Lee learned horse riding, taekwondo, ballet, vocal music when she was a child. She studied acting from Seoul Institute of the Arts.


== Career ==
Lee Elijah debuted as the female lead in 2013 period sport series, Basketball.After her debut, for few years she did major supporting roles in diverse genres. Some of her notable performances came in 2018-2019 such as: legal drama Ms. Hammurabi, modern monarchy The Last Empress, and political thriller Chief of Staff.Lee made her film debut with a starring role for 2019 romantic comedy My Bossy Girl.In 2020, Lee returned to lead role in series with crime procedural The Good Detective.On November 15, 2021, it was announced that Lee's contract with King Kong by Starship has ended.In March 2022, Lee signed with new agency Ungbin ENS.


== Filmography ==


=== Film ===


=== Television series ===


=== Television  show ===


=== Music video ===


== Awards and nominations ==


== References ==


== External links ==

Lee Elijah at HanCinema 
Lee Elijah at IMDb
Lee Elijah at the Korean Movie Database
Lee Elijah on Instagram"
17,"The Northern Lakes and Forests are an ecoregion in northern Minnesota, northern Wisconsin, and northern Michigan  in the United States. It is a Level III ecoregion in the United States Environmental Protection Agency's (EPA's) classification system, where it is designated as ecoregion number 50. The ecoregion is characterized by coniferous and northern hardwoods forests, morainal hills, large lake basins, and broad areas of sandy outwash plains, with numerous lakes and wetlands. The Northern Lakes and Forests are less well-suited to agriculture than ecoregions to the south, owing to shorter growing seasons, lower temperatures, and soils formed mainly from nutrient-poor sandy and loamy glacial drift material.


== Level IV ecoregions ==
Following is a list of smaller Level IV ecoregions within the Northern Lakes and Forests ecoregion, as defined by the EPA.


== See also ==
List of ecoregions in the United States (EPA)


== References =="
18,"The 2009–10 Detroit Red Wings season was the team's 84th season of play for the franchise (78th as the Detroit Red Wings). The Red Wings once again qualified for the Stanley Cup playoffs, but lost in the Western Conference Semifinal.


== Regular season ==
During the regular season, the Red Wings were shut-out an NHL-high nine times. They also tied the Calgary Flames for the fewest shorthanded goals allowed, with just one.


=== October ===
As part of the NHL Premiere, the Red Wings began their season on Friday, October 2 in Stockholm, Sweden, against the St. Louis Blues. Their home opener was on October 8 against the Chicago Blackhawks.


== 2009–10 season standings ==


=== Divisional standings ===


=== Conference standings ===
bold – Qualified for playoffs; y – Won division; z – Won conference (and division)


=== Game log ===


== Playoffs ==

As of the conclusion of the previous season, the Red Wings have made the Stanley Cup playoffs for 18 consecutive seasons, the longest current post-season streak for a single team in all of North American major professional sports. As of 4 April 2010, the Red Wings have made the playoffs for 19 consecutive seasons.


== Player statistics ==


=== Skaters ===
Note: GP = Games played; G = Goals; A = Assists; Pts = Points; +/− = Plus/minus; PIM = Penalty minutes


=== Goaltenders ===
Note: GP = Games played; TOI = Time on ice (minutes); W = Wins; L = Losses; OT = Overtime losses; GA = Goals against; SO = Shutouts; Sv% = Save percentage; GAA = Goals against average

†Denotes player spent time with another team before joining Red Wings. Stats reflect time with the Red Wings only.
‡Traded mid-season
Bold/italics denotes franchise record


== Awards and records ==


=== Records ===


=== Milestones ===


=== Awards ===


== Transactions ==
The Red Wings were involved in the following transactions during the 2009–10 season.


=== Trades ===


== Draft picks ==

The 2009 NHL Entry Draft was held in Montreal, Quebec, on June 26–27, 2009. Detroit made following picks:


== See also ==
2009–10 NHL season


== Farm teams ==
The Grand Rapids Griffins remain Detroit's American Hockey League affiliate in 2009–10 and the Toledo Walleye will become the team's ECHL affiliate in 2009-10.


== References ==


== External links ==
2009–10 Detroit Red Wings season at ESPN
2009–10 Detroit Red Wings season at Hockey Reference"
19,"Shwetha Srivatsav is an Indian actress, known for her work in Kannada cinema and television. She began her career in theatre, before moving to television, where she received recognition for her role in T. N. Seetharam's Manvantara. She subsequently went on to work in films. Having made her film debut with Mukha Mukhi (2006), she shot to fame with her performance in Simple Agi Ondh Love Story (2013). Her performance in Fair & Lovely (2014) won her the Filmfare Award South for Best Actress.


== Career ==
Shwetha took part in a theatre workshop conducted by B. V. Karanth, circa 1997, when she was in class six. She was later cast in the television soap Jwalamukhi, directed by T. N. Seetharam. Shwetha subsequently went on to appear in many telefilms and teleplays before being cast in Seetharam's Manvantara.After appearing in a host of plays and television projects, Shwetha made her film acting debut in a parallel film Mukha Mukhi (2006). She appeared in a small role in the gangster film Aa Dinagalu (2007) before taking up a lead role in the film Cyber Yugadol Nava Yuva Prema Kavyam (2012). She won the Filmfare Best Female Debut award for her performance in the film. Following this, she featured in the much acclaimed blockbuster film Simple Agi Ondh Love Story (2013) which earned her wide appreciation for her portrayal of a bubbly girl character and her dialogue delivery. She was in the 2014 film Fair & Lovely, in which she played the character of a sex worker opposite to Prem, a role for which she won the Filmfare Award for Best Actress – Kannada. She has announced a Telugu film ""Bommala Ramaram"" with a debutant director. She was in the 2016 film Kiragoorina Gayyaligalu, with a story based on the novel with the same name by the well-known writer Poornachandra Tejaswi and directed by Sumana Kittur.
Shwetha also became the brand ambassador of an international fashion company ""Shinayele"".
After taking three years of her maternity break from not doing films she signed her first film in 2019 titled as Rahadhari. It is directed by Girish Vairamudi where she will be essaying the role of a cop.


== Personal life ==
Shwetha's father L. Krishnappa was a theatre artist. She began her schooling at New Cambridge English School in Vijayanagar, Bangalore and completed high school education at Vidya Peeta, graduation from Christ College and obtained a master's degree in mass communication from Central College, all in Bangalore.Shwetha met Amith Srivatsav during the making of the telefilm Lakshmi Kataksha. After four years of courtship, they married in 2015. They have a daughter together (born 2017).


== Filmography ==
All Films are in Kannada, Otherwise noted the language.


=== Television ===
Nijagallinarani - A Teleplay aired on Doordarshan
Kamali - A Telefilm aired on Doordarshan
Lakshmi Kataksha - A Telfilm aired on ETV Kannada directed by Prema Karanth
Jwalamukhi - A Teleserial aired on Udaya TV directed by T. N. Seetharam
Malebillu - A Teleserial directed by T. N. Seetharam
Manvantara - A Teleserial aired on ETV Kannada directed by T. N. Seetharam
Silli Lalli - A Teleserial aired on ETV Kannada directed by Sihi Kahi Chandru


== Awards and nominations ==


== References ==


== External links ==
Shwetha Srivatsav at IMDb"
20,"The American University of the Middle East (AUM) is a private university established in 2007 in Kuwait.AUM has two colleges: the College of Engineering and Technology and the College of Business Administration, in addition to a Liberal Arts Department and an English Preparatory Program. Today, AUM has more than 11,000 enrolled students on a campus that stretches over an area of 261,190 square meters.AUM is ranked as the Top University in Kuwait and in the Top 751-800 Universities globally in the QS World University Rankings 2022.


== Majors ==
The College of Engineering and Technology offers undergraduate programs in Architectural Engineering, Civil Engineering, Industrial Engineering, Computer Engineering, Electrical Engineering, Mechanical Engineering, and Chemical Engineering. In addition to two technology programs: Information System and Technology, and Telecommunications and Networking Technology.
The College of Business Administration offers undergraduate degree programs in Accounting and Business Administration with four concentrations: Finance, Management Information System, Marketing, and Human Resource Management), as well as a graduate program in business administration (MBA).


== Accreditations ==
The Private Universities Council of Kuwait (PUC) institutionally accredits AUM.Six of the programs offered by the College of Engineering and Technology are accredited by ABET, which is the global accreditor of college and university programs in applied and natural science, computing, engineering, and engineering technology. The Engineering Accreditation Commission of ABET has accredited B.Sc. programs in Chemical Engineering, Computer Engineering, Electrical Engineering, Mechanical Engineering, and Industrial Engineering. The Computing Accreditation Commission of ABET has accredited the Telecommunications and Networking Technology (TNT) program.AUM's College of Business Administration is accredited by AACSB International, the Association to Advance Collegiate Schools of Business. AACSB is the longest-serving global accrediting body for business schools, and the world’s largest business education network connecting learners, educators, and businesses worldwide.


== Athletics ==
The Sports Center at AUM includes indoor and outdoor sporting facilities, such as a professional football field, four fully equipped gyms, multi-sports halls, and basketball and tennis courts.
AUM has 11 sports teams consisting of around 120 students representing the university annually in local and international competitions.
The achievements obtained by the AUM sports teams in 2019 include the following:

Female table tennis
Female squash
Female basketball
Male basketball
Male football
Male volleyball
Male swimming championshipsIn addition, the football team has won undefeated the EUROIJADA tournament that took place in Germany.


== Campus ==
AUM campus extends over an area of 261,190 square meters and comprises green open spaces and modernly designed buildings that include: the College of Business Administration, the College of Engineering and Technology, a Library, a Sports Center, a Cultural Center, a Career Development and Recruitment Center, a Research and Innovation Center, and a Business and Innovation Center.
The campus also includes an outdoor amphitheater, fountain lakes, cafeterias and restaurants, a multi-story parking complex, and a wide range of high-tech labs and facilities. Other student support and learning services and facilities available at the university include more than 55 laboratories, a Tutoring Center, an Academic Advancement Center, and a Writing Lab.


== Faculty ==
There are over 700 faculty members & staff at AUM coming from around 62 nationalities.


== References =="
